name,feature_easting,feature_northing,pointx_class
Tesco in-store Pharmacy,503219,234895,5280364
Tesco in-store Pharmacy,491605.6,225266.3,5280364
Bilton Pharmacy,448345,273684,5280364
Tesco in-store Pharmacy,547199,262282,5280364
Boots,450230,275249,5280364
Tesco in-store Pharmacy,524051,274306,5280364
Great Bridge Pharmacy,397914,292409,5280364
Tesco in-store Pharmacy,518306,258313,5280364
Tesco in-store Pharmacy,522874,210127,5280364
New Street Pharmacy,399291,293219,5280364
Tesco in-store Pharmacy,547102,221765,5280364
Tesco in-store Pharmacy,535783,214374,5280364
Superdrug Pharmacy,400558,291030,5280364
Tesco in-store Pharmacy,524648.2,233400,5280364
Tesco in-store Pharmacy,523619.4,224334.8,5280364
Lloyds Pharmacy,397382.4,286275.8,5280364
Boots,391494.1,298550.2,5280364
Cornwells Chemist,382113.7,346510.5,5280364
Cornwells Chemist,384737,346107,5280364
Murrays Healthcare,395486,286374,5280364
Murrays Healthcare,395268.2,292332.5,5280364
Lloyds Pharmacy,332065,147109,5280364
Wedmore Pharmacy,343581.9,147978.5,5280364
Lloyds Pharmacy,378783,149126,5280364
Boots,354945,145710,5280364
Boots,322656.4,124433.1,5280364
Dulverton Pharmacy,291376,127868,5280364
Day Lewis Pharmacy,353416,116927,5280364
Minster Pharmacy,336075,114515,5280364
Lloyds Pharmacy,307899.4,141063.2,5280364
Porlock Pharmacy,288723.1,146762.7,5280364
Evercreech Pharmacy,364752,138865,5280364
Village Rise Pharmacy,653542,295176,5280364
Delta Pharmacy,617734.9,244214.1,5280364
Holly Pharmacy,652395,293184,5280364
Boots,591513,300784,5280364
Ampthill Health Centre,503474,237491,5280365
Dermacia Pharmacy,531651,184392,5280364
Savemain Pharmacy,532093,184060,5280364
St Peter's Pharmacy,531988,183473,5280364
Apteka Chemist,531099,186543,5280364
Highbury Pharmacy,531949,185562,5280364
K K P R Ltd,531053,185820,5280364
Turnbulls Chemists,532068,184069,5280364
C&H Chemist,531916,186357,5280364
Chemitex Pharmacy,530550,186619,5280364
Wellcare Pharmacy,530266,186228,5280364
Medicine Box,529149,183436,5280364
P Edwards Chemists Ltd,530707,184053,5280364
Pledger Pharmacy,619008,316592,5280364
Woodgrove Pharmacy,622750,311055,5280364
Jai Chemist,561715,320254,5280364
The Clock Pharmacy,563486,320494,5280364
Lloyds Pharmacy,564441.4,323615.4,5280364
Coastal Pharmacy,631177.4,336562.3,5280364
Boots,602306,302194,5280364
Costessey Pharmacy,618941,310423,5280364
Natural Health Pharmacy,623118,306927,5280364
Natural Health Pharmacy,622171,305960,5280364
East Harling Pharmacy,599338,286554.8,5280364
Hunt's Pharmacy,625273,309576,5280364
Kessingland Pharmacy,652406,286752,5280364
Mattishall Pharmacy,605249,311131,5280364
Hurn Chemist,621863,307907,5280364
Heathway Pharmacy,414311,288965,5280364
Boots,409193.4,283899.9,5280364
Shah Pharmacy,409138,284042,5280364
Washwood Heath Pharmacy,412398,288344,5280364
Care Pharmacy,411553,287855,5280364
Richyal Chemist,410302.7,287859.6,5280364
Solomons Dispensing Chemist,410185,287923,5280364
Nechells Pharmacy,409057,288906,5280364
Medicare Chemist,410317,285462,5280364
Pauls Pharmacy,408486,287653,5280364
Villa Pharmacy,407233,289415,5280364
A R K Healthcare Ltd,409304,283743,5280364
Faqir Chemist,408306.8,283770.6,5280364
The Pharmacy Practice,408828,284638,5280364
Denbigh Infirmary,305887,366365,5280371
Penley Hospital,341637,339986,5280371
Chirk Community Hospital,329398,338975,5280371
Mold Community Hospital,323370.4,364243.7,5280371
Glan Traeth Day Hospital,301431,382068,5280371
Clay Cross Community Hospital,439725,363588,5280371
Ilkeston Community Hospital,445691,343633,5280371
Trengweath,169732,41865,5280365
Opal Centre,456611,400405,5280365
Portland Community Hospital,368592,74102,5280371
Westhaven Community Hospital,366050,79576,5280371
Violet Hill Day Hospital,604492,259021,5280371
School of Tropical Medicine,335673.1,390632.2,5280371
Green Croft House North,319272,566440.7,5280365
Vale of Glamorgan CMHT,312238.2,168250.7,5280365
Jeanette Wallace House,532485,165211,5280365
Coedpoeth Community Nurses Office,328687,351108,5280365
Ruthin Clinic,312450.6,358434.7,5280365
Shirley Health Centre,440231,113206.3,5280365
Community Mental Health Team for Older People,561589,178164,5280365
Lloyds Pharmacy,399138,289536,5280364
Well Pharmacy,404657,294135,5280364
M W Phillips Chemists,397482,286365,5280364
Lloyds Pharmacy,401184,294101,5280364
Jhoots Pharmacy,397127,287279,5280364
Regent Street Pharmacy,402276.4,288558.8,5280364
Tesco in-store Pharmacy,535670,203965,5280364
Lloyds Pharmacy,401986,288711,5280364
Lloyds Pharmacy,402206,286294,5280364
Superdrug Pharmacy,394864,296351,5280364
Morrisons Pharmacy,390205,302739,5280364
Asda Pharmacy,391374.9,299435.5,5280364
Boots,389530.3,297652.1,5280364
Murrays Healthcare,393268,294825,5280364
Newbridge Pharmacy,389291,299886,5280364
Lloyds Pharmacy,394527.6,300230.7,5280364
Lloyds Pharmacy,389294,300337.7,5280364
Boots,397261,286395,5280364
Asda Pharmacy,396271,294123,5280364
Rivermead Pharmacy,570842,207600,5280364
Brandon Pharmacy,424267,540142.6,5280364
Lloyds Pharmacy,510393.3,223853.6,5280364
Lloyds Pharmacy,442744,549395,5280364
Day Lewis Pharmacy,571043,204796,5280364
Rosehill Pharmacy,492084,225058,5280364
Lloyds Pharmacy,419476,552848,5280364
Smith Pharmacy,503581.4,223645.2,5280364
Lloyds Pharmacy,505094,251783,5280364
Lloyds Pharmacy,492136,225096.1,5280364
Lloyds Pharmacy,503173,247835,5280364
J&J Pharmacy,440715,549088,5280364
Sedgefield Pharmacy,435667,528876,5280364
Lloyds Pharmacy,546126,202329.7,5280364
Britannia Pharmacy,517340,249280,5280364
Atkinsons Chemist,531874,194180,5280364
Mansons Pharmacy,533640,188383,5280364
Britannia Pharmacy,517355,249280,5280364
Britannia Pharmacy,507524.4,225747.8,5280364
Lloyds Pharmacy,527506.1,192019.4,5280364
Lloyds Pharmacy,562624,179262,5280364
Audley Mills Pharmacy,580664,190551,5280364
Boots,443512.7,543914.7,5280364
Shelleys Pharmacy,410953,286453,5280364
Hustans Pharmacy,410269,286283,5280364
Evergreen Dispensing Chemist,409971,286559,5280364
Hallmark Chemists,407732.5,289574.9,5280364
Heartlands Pharmacy,408910,286748,5280364
Marks Chemist,404707,289459,5280364
Wards Chemists,405248,291487,5280364
Pike Pharmacy,406835,289644,5280364
Healthstop Pharmacy,405551,289743,5280364
Your Local Pharmacy,411117,290205,5280364
L M Williams (Chislehurst) Pharmacy,543729,170955,5280364
Hamlet Pharmacy,534133,170360,5280364
Lloyds Pharmacy,541525,159125,5280364
Elmers Pharmacy,536635,167678,5280364
Osbon Pharmacy,547227,168223,5280364
Day Lewis Pharmacy,541669,169355,5280364
Langley Pharmacy,537928,168620,5280364
Cray Hill Chemist,546562,169261,5280364
Caxton Pharmacy,540299,169379,5280364
Lotus Pharmacy,536273,168463,5280364
Peters Chemist,538032,169422,5280364
Gordon Davie Pharmacy,542704,167642,5280364
Coney Hall Pharmacy,539402,165260,5280364
Farncray Ltd,546098,165953,5280364
Bishops Lydeard Pharmacy,316843,129368,5280364
Queen Street Pharmacy,650839,276067,5280364
Green Cross Pharmacy,612354.1,246452.9,5280364
Spring Road Pharmacy,618373,244881,5280364
Day Lewis Pharmacy,614794,246172,5280364
Eye Pharmacy,614542.4,273864.3,5280364
Boots,578407,286630,5280364
Welch Pharmacy,615239,242506,5280364
Barbour Pharmacy,615205,245145,5280364
Martlesham Pharmacy,624423,245371,5280364
Bhogal Dispensing Chemist,360875,174479,5280364
Ellacombe Pharmacy,365696.8,170953.1,5280364
Ashgrove Pharmacy,359621,175947,5280364
Well Pharmacy,375538,166277,5280364
Kellaway Pharmacy,358148.8,175976.2,5280364
A H Hale Ltd,375272,164978,5280364
Banwell Village Pharmacy,339425.3,159190.3,5280364
Avicenna Pharmacy,357204,169020,5280364
Northview Pharmacy,357475,175795,5280364
Timsbury Pharmacy,366874,158677,5280364
Klub Pharmacy,531845,170973,5280364
Widcombe Pharmacy,375415,164211,5280364
Peasedown Pharmacy,370270.5,157435.1,5280364
Larkhall Pharmacy,376093.2,166515.9,5280364
Wrington Pharmacy,347004.1,162773.9,5280364
"Hawes, Whiston & Co Chemists",374489,165554,5280364
Jhoots Pharmacy,360156,181616,5280364
Selcan,360863,174555,5280364
Zep Pharm Ltd,532258,168913,5280364
Norbury Pharmacy,530990,168683,5280364
Castle Hill Hospital,502572,432277,5280371
Sidmouth Hospital,312515,87617,5280371
Ottery St Mary Hospital,308980,95297,5280371
Glyn Deri Day Hospital,329157.6,199716.5,5280371
Women & Children's Hospital,458924,404095,5280371
York House Mental Health Unit,388155.7,391978.6,5280365
Community Nurses Office,327009,203238,5280365
New Park Health Clinic,304196.4,182834.6,5280365
Julia Engwell Health Centre,547511,184367,5280365
Seven Kings Health Centre,545438,187037,5280365
Cranham Health Centre,557129,187944,5280365
Harold Hill Health Centre,554169.5,192059.3,5280365
Child & Family Consultation Service,551724.8,189366.6,5280365
Five Elms Clinic,548646.6,186051.6,5280365
Claybrook Centre,523823,177973,5280365
Community Mental Health,372874,403331,5280365
Audrey House,434391,336454,5280365
Braintree Pharmacy,575758,223074,5280364
Lloyds Pharmacy,514334,239061,5280364
Mersea Road Pharmacy,600305,222243,5280364
Lloyds Pharmacy,582230,214631,5280364
Lloyds Pharmacy,617396,214694,5280364
Pyramid Pharmacy,535139.5,197272.1,5280364
Taylors Pharmacy,351289.9,239875.8,5280364
Fitzwilliam Pharmacy,544993,257901,5280364
Browns Pharmacy,417028,288475,5280364
Lloyds Pharmacy,547080,260745,5280364
Jhoots Pharmacy,411906,279309,5280364
Lloyds Pharmacy,539326.6,286171.5,5280364
Browns Pharmacy,413839,281316,5280364
Lloyds Pharmacy,539514,286365,5280364
Morrisons Pharmacy,387177,348237,5280364
Lloyds Pharmacy,523560,272202,5280364
Well Pharmacy,393455.5,343631.9,5280364
Lloyds Pharmacy,384992.8,342933.2,5280364
Longton Pharmacy,390903,343514,5280364
Trentham Road Pharmacy,391091.6,342905.9,5280364
Westminster House,458525,342845,5280365
Lloyds Pharmacy,388665,347825,5280364
Lloyds Pharmacy,398783,356523,5280364
Lloyds Pharmacy,390375.5,347464,5280364
Lloyds Pharmacy,388612,347219,5280364
Kidsgrove Pharmacy,384153,354430,5280364
Sneyd Green Pharmacy,388883,349246,5280364
Cohens Chemist,359924.1,223815.5,5280364
Hereford Pharmacy,350848.2,239785.3,5280364
Lloyds Pharmacy,412160,278634,5280364
St Mary's Pharmacy,420453,280940,5280364
Lloyds Pharmacy,423937,282295,5280364
Lloyds Pharmacy,424331,277497,5280364
Lloyds Pharmacy,392645.5,299362.9,5280364
Church Pharmacy,394955.7,296456.6,5280364
Boots,416480,535608,5280364
Lloyds Pharmacy,392314.3,302761.2,5280364
Lloyds Pharmacy,531400,271251,5280364
Boots,405048,516459,5280364
Lloyds Pharmacy,528517,285656,5280364
Boots,427681,524986,5280364
Lloyds Pharmacy,528742,285131,5280364
Boots,427432,551487.8,5280364
City Pharmacy,519085,299144,5280364
Boots,427440,542542,5280364
Boots,442947,549361,5280364
Boots,428936,514737,5280364
Boots,428851,514511,5280364
Barkers Chemist,531998,165560,5280364
Orion Pharmacy,531326,161661,5280364
Harris Chemist,536703,163301,5280364
Fishers Chemist,534564,167783,5280364
Priory Pharmacy,546734,166965,5280364
Lloyd George Pharmacy,532471,166841,5280364
Lloyds Pharmacy,533178,168361,5280364
Croy-Chem Pharmacy Ltd,533177,166329,5280364
Mona Pharmacy,536011,165793,5280364
St Clare Chemist,532599,165661,5280364
Larchwood Pharmacy,534121,166307,5280364
A-Z Pharmacy,532120,166126,5280364
Allcorn Chemists,532819,166473,5280364
Boots,531433,183271,5280364
Superdrug Pharmacy,531359,183317,5280364
Clockwork Pharmacy,530670,184028,5280364
Superdrug Pharmacy,530472.6,186056.7,5280364
Well Pharmacy,529398,186785,5280364
Boots,530576,185929,5280364
Clockwork Pharmacy,530691,183585,5280364
Well Pharmacy,563620.4,320497.6,5280364
Bradwell Pharmacy,650891,303954,5280364
Magdalen Pharmacy,651790,303820,5280364
Well Pharmacy,652277,312059,5280364
Superdrug Pharmacy,622957,308216,5280364
Boots,615068,305059,5280364
Lloyds Pharmacy,627592,308949,5280364
Boots,561750.5,320057.3,5280364
Lloyds Pharmacy,623015,307794,5280364
Boots,611636,301728,5280364
Boots,619519.2,300814,5280364
Day Lewis Pharmacy,652556,303538,5280364
Well Pharmacy,592931.4,330350.3,5280364
Superdrug Pharmacy,652620,304342,5280364
Lloyds Pharmacy,615818.2,343147.8,5280364
Lloyds Pharmacy,621854,309185,5280364
Lloyds Pharmacy,604806,295429,5280364
Boots,623281.1,310203.3,5280364
Boots,628297.1,330217,5280364
Boots,636219,298666,5280364
Lloyds Pharmacy,620752,312378,5280364
Lloyds Pharmacy,619285,326865,5280364
Lloyds Pharmacy,622638,309177,5280364
Lloyds Pharmacy,619444,308700,5280364
Lloyds Pharmacy,616247,314664,5280364
Lloyds Pharmacy,623670,313075,5280364
Boots,652484,307643,5280364
Well Pharmacy,611038,301508,5280364
Boots,623173,308310,5280364
Boots,623040.4,309378.3,5280364
Boots,623109,308596,5280364
Well Pharmacy,628311,330219,5280364
Boots,621864.7,342206.7,5280364
Boots,617772,309240,5280364
Boots,591964.2,329615.1,5280364
Boots,652607.3,304362.9,5280364
Boots,598892,313390,5280364
Lloyds Pharmacy,621914,342170,5280364
Lloyds Pharmacy,618068,313658,5280364
Lloyds Pharmacy,604828,295515,5280364
Superdrug Pharmacy,322854,124426,5280364
The Well Being Centre,487754,157996.3,5280365
Lascelles Neurology Rehabilitation Unit,431373.6,455761.8,5280365
Seaforth Family Health Clinic,333240.4,397038.7,5280365
Community Mental Health Services,424526.5,94564.2,5280365
Northover Mental Health Resource & Advice Centre,539877.8,172315.7,5280365
Stretford Memorial Hospital,381895,395160,5280371
Brent Older People Community Mental Health Team,522442,183950,5280365
Well Pharmacy,391212,321891,5280364
Lloyds Pharmacy,416304,289313,5280364
Superdrug Pharmacy,333297,350425,5280364
Boots,420849.4,303921.6,5280364
Lloyds Pharmacy,416022,280379,5280364
Rowlands Pharmacy,333771,350260,5280364
Boots,312382.8,358235.7,5280364
Tesco in-store Pharmacy,394116,341720,5280364
Boots,300832,381514,5280364
Lloyds Pharmacy,400325,285077,5280364
Jhoots Pharmacy,404526,294322,5280364
Well Pharmacy,398707,356578,5280364
Boots,305214.8,366072.2,5280364
Well Pharmacy,398598,356487,5280364
Well Pharmacy,393151.4,342230.9,5280364
Well Pharmacy,386024.3,351745,5280364
Rowlands Pharmacy,333734.8,352222.2,5280364
Well Pharmacy,382426,352556,5280364
Leominster Pharmacy,349536.1,258972.1,5280364
Rowlands Pharmacy,333646,350969,5280364
Murrays Healthcare,395318,283317,5280364
Rowlands Pharmacy,334064,349651,5280364
Murrays Healthcare,396527,283444,5280364
Rowlands Pharmacy,333295.4,350997.2,5280364
Longsands Pharmacy,355649,432429,5280364
Superdrug Pharmacy,384323.8,398372.5,5280364
Rowlands Pharmacy,333383,349995,5280364
Rowlands Pharmacy,334133,350685,5280364
Rowlands Pharmacy,331205.6,353782.5,5280364
Rowlands Pharmacy,330265.4,344021.2,5280364
Rowlands Pharmacy,337318,341871,5280364
Gresford Pharmacy,335010.9,354678.2,5280364
Tesco in-store Pharmacy,409712,294639.6,5280364
Rowlands Pharmacy,328404,351178,5280364
Rowlands Pharmacy,327930.9,342216.7,5280364
Rowlands Pharmacy,330725.9,352210.8,5280364
Rowlands Pharmacy,334979,351792,5280364
Boots,330670,368842,5280364
Boots,519469.6,191857.1,5280364
Muirhead Avenue Pharmacy,339372.6,393825.1,5280364
Rowlands Pharmacy,338391,389684,5280364
Well Pharmacy,369847,400555,5280364
Boots,433193,278984,5280364
Boots,502562,430125,5280364
Boots,330666,436066,5280364
Boots,506435,427387,5280364
Boots,498850.6,425782.3,5280364
Superdrug Pharmacy,503364,439559,5280364
Superdrug Pharmacy,518455,466640,5280364
Hingley Pharmacy,410170.9,287889.2,5280364
Jhoots Pharmacy,411290,281649,5280364
Lloyds Pharmacy,328971,133082,5280364
Boots,329922,137081,5280364
Lloyds Pharmacy,333237.7,92724.6,5280364
Boots,401313,99841,5280364
Boots,372855,166448,5280364
Boots,364797,175915.7,5280364
Jhoots Pharmacy,362236,172987,5280364
Boots,507669,184713,5280364
S E Gill Chemist Ltd,438418,562371,5280364
Boots,511283.6,186633.7,5280364
Durning Pharmacy,337094,390261,5280364
R W Wilson Pharmacy,417552,562253,5280364
Dana Pharmacy,510170,186977,5280364
Boots,521463,168260,5280364
Beacon View Pharmacy Ltd,426714,559982,5280364
Lobley Hill Pharmacy,423237,560835,5280364
Boustead Chemist,432545,564934,5280364
Whickham Pharmacy,420904.4,561279.9,5280364
Avenue Pharmacy,440756,561956,5280364
East Bolden Village Pharmacy,437098,561415,5280364
The Green Tree Pharmacy Ltd,377464,508802,5280364
Seaton Pharmacy,301701,530748,5280364
Dalston Pharmacy,342236,554449,5280364
Well Pharmacy,352121,529250,5280364
Boots,368368,520368,5280364
Boots,341795.3,553815.1,5280364
Boots,303403.5,517242.8,5280364
JH Sandham,300245,528255.3,5280364
JH Sandham (Chemists) T/A W Gourlay,300007,528701.1,5280364
H S Dobie Chemist,303760,536431,5280364
F C Whelan Chemist,300310.4,528550.2,5280364
The Brampton Pharmacy,353030.8,561063.4,5280364
Boots,337932.6,568606.1,5280364
Medichem,440301,555723,5280364
Medichem Ltd,440335,556290,5280364
Leema Pharmacy,439237,555495,5280364
G W Herdman Chemists Ltd,440611.6,553095.9,5280364
Demnox Pharmacy,437498,552582,5280364
Demnox Pharmacy,436798,553386,5280364
Winchester Pharmacy,505925,179625,5280364
Winchester Pharmacy,507689.3,186320.7,5280364
Chemycare Pharmacy,432554,282860,5280364
Chemycare Pharmacy,437439,282417,5280364
Kara's Pharmacy,435823,277957,5280364
Kara's Pharmacy,435614,278838,5280364
Boots,434292,428158,5280364
Seacroft Pharmacy,435977,435440,5280364
Well Pharmacy,427527,435898,5280364
Well Pharmacy,427758,434672,5280364
Boots,434195,433891,5280364
Medichem Pharmacy,430759,436732,5280364
Well Pharmacy,421997.9,434540,5280364
Farah Chemist,422011,564009,5280364
Boots,418369,564751,5280364
Boots,421668,565791,5280364
Medicentre (Newcastle) Ltd,425272,566510,5280364
Boots,427098,566084,5280364
D L Carter & Son Ltd,436540,566944,5280364
Boots,517992,169223,5280364
K&A Pharmacy,425986,561916,5280364
Aukland Rodgers Pharmacy,527140,171627,5280364
Boots,525541,174536,5280364
Boots,525863,164241,5280364
Boots,527119,166639.4,5280364
Lloyds Pharmacy,436128.9,566039.1,5280364
Boots,524264,163547,5280364
J M & W Darling Ltd,436526,565872,5280364
Asda Pharmacy,521986,172610,5280364
Borno Chemists Ltd,544653,188517,5280364
Boots,530534.4,408721.7,5280364
Lloyds Pharmacy,531204,405986,5280364
Boots,533055.9,180262,5280364
Lloyds Pharmacy,354545,430090,5280364
Day Lewis Pharmacy,542094,189912,5280364
Superdrug Pharmacy,543614,186621,5280364
